id,origin,origin_airport_name,dep_timestamp,dep_delay,origin_wind_speed,dest,dest_airport_name,arr_timestamp,arr_delay,dest_wind_speed,carrier,name,tailnum,flight,air_time,distance
489,JFK,John F Kennedy International Airport,2013-01-01T15:39:00.000-02:00,-6.0,6.8,LAX,Los Angeles International Airport,2013-01-01T18:53:00.000-02:00,-17.0,1.9,AA,American Airlines Inc.,N319AA,133,351.0,2475
498,EWR,Newark Liberty International Airport,2013-01-01T15:49:00.000-02:00,64.0,5.8,MCI,Kansas City International Airport,2013-01-01T19:12:00.000-02:00,136.0,2.7,EV,ExpressJet Airlines Inc.,N21197,4181,234.0,1092
512,JFK,John F Kennedy International Airport,2013-01-01T15:58:00.000-02:00,119.0,6.8,IAD,Washington Dulles International Airport,2013-01-01T17:18:00.000-02:00,123.0,1.9,EV,ExpressJet Airlines Inc.,N826AS,5712,53.0,228
536,EWR,Newark Liberty International Airport,2013-01-01T16:20:00.000-02:00,0.0,5.8,IAH,George Bush Intercontinental Houston Airport,2013-01-01T19:45:00.000-02:00,23.0,4.8,UA,United Air Lines Inc.,N18119,1178,242.0,1400
540,JFK,John F Kennedy International Airport,2013-01-01T16:26:00.000-02:00,-4.0,6.8,LAX,Los Angeles International Airport,2013-01-01T20:07:00.000-02:00,15.0,1.9,B6,JetBlue Airways,N804JB,675,370.0,2475
544,EWR,Newark Liberty International Airport,2013-01-01T16:28:00.000-02:00,64.0,5.8,IAD,Washington Dulles International Airport,2013-01-01T17:40:00.000-02:00,59.0,1.9,EV,ExpressJet Airlines Inc.,N14959,4133,53.0,212
570,JFK,John F Kennedy International Airport,2013-01-01T16:55:00.000-02:00,-5.0,6.8,EGE,Eagle County Regional Airport,2013-01-01T19:53:00.000-02:00,3.0,1.3,AA,American Airlines Inc.,N5DRAA,575,280.0,1747
572,JFK,John F Kennedy International Airport,2013-01-01T16:55:00.000-02:00,0.0,6.8,LAX,Los Angeles International Airport,2013-01-01T20:25:00.000-02:00,-5.0,1.9,VX,Virgin America,N626VA,413,362.0,2475
583,EWR,Newark Liberty International Airport,2013-01-01T17:07:00.000-02:00,7.0,5.8,LAX,Los Angeles International Airport,2013-01-01T20:06:00.000-02:00,6.0,1.9,UA,United Air Lines Inc.,N543UA,342,334.0,2454
584,EWR,Newark Liberty International Airport,2013-01-01T17:08:00.000-02:00,8.0,5.8,HOU,William P Hobby Airport,2013-01-01T20:37:00.000-02:00,32.0,5.6,WN,Southwest Airlines Co.,N778SW,1066,245.0,1411
598,JFK,John F Kennedy International Airport,2013-01-01T17:20:00.000-02:00,-5.0,6.8,LAX,Los Angeles International Airport,2013-01-01T21:21:00.000-02:00,16.0,1.9,DL,Delta Air Lines Inc.,N723TW,513,363.0,2475
600,EWR,Newark Liberty International Airport,2013-01-01T17:25:00.000-02:00,5.0,5.8,IAH,George Bush Intercontinental Houston Airport,2013-01-01T20:45:00.000-02:00,24.0,4.8,UA,United Air Lines Inc.,N17122,1712,235.0,1400
604,EWR,Newark Liberty International Airport,2013-01-01T17:28:00.000-02:00,88.0,5.8,SDF,Louisville Muhammad Ali International Airport,2013-01-01T20:04:00.000-02:00,107.0,2.9,EV,ExpressJet Airlines Inc.,N13903,3843,135.0,642
622,JFK,John F Kennedy International Airport,2013-01-01T17:45:00.000-02:00,-4.0,6.8,IAD,Washington Dulles International Airport,2013-01-01T19:43:00.000-02:00,34.0,1.9,B6,JetBlue Airways,N216JB,1307,65.0,228
623,JFK,John F Kennedy International Airport,2013-01-01T17:50:00.000-02:00,0.0,6.8,LAX,Los Angeles International Airport,2013-01-01T21:09:00.000-02:00,-6.0,1.9,UA,United Air Lines Inc.,N525UA,535,345.0,2475
625,EWR,Newark Liberty International Airport,2013-01-01T17:51:00.000-02:00,6.0,5.8,MDW,Chicago Midway International Airport,2013-01-01T20:15:00.000-02:00,65.0,3.6,WN,Southwest Airlines Co.,N764SW,3384,148.0,711
637,EWR,Newark Liberty International Airport,2013-01-01T18:02:00.000-02:00,1.0,5.8,LAX,Los Angeles International Airport,2013-01-01T21:25:00.000-02:00,-12.0,1.9,UA,United Air Lines Inc.,N75429,1165,340.0,2454
672,JFK,John F Kennedy International Airport,2013-01-01T18:40:00.000-02:00,-5.0,6.8,SFO,San Francisco International Airport,2013-01-02T22:23:00.000-02:00,-3.0,1.6,UA,United Air Lines Inc.,N508UA,389,357.0,2586
680,JFK,John F Kennedy International Airport,2013-01-01T18:48:00.000-02:00,63.0,6.8,SFO,San Francisco International Airport,2013-01-02T22:38:00.000-02:00,78.0,1.6,AA,American Airlines Inc.,N332AA,177,361.0,2586
682,JFK,John F Kennedy International Airport,2013-01-01T18:50:00.000-02:00,-10.0,6.8,IAD,Washington Dulles International Airport,2013-01-01T20:07:00.000-02:00,-9.0,1.9,EV,ExpressJet Airlines Inc.,N835AS,5714,55.0,228
684,JFK,John F Kennedy International Airport,2013-01-01T18:50:00.000-02:00,0.0,6.8,SFO,San Francisco International Airport,2013-01-02T22:49:00.000-02:00,9.0,1.6,VX,Virgin America,N638VA,29,364.0,2586
698,JFK,John F Kennedy International Airport,2013-01-01T19:05:00.000-02:00,5.0,6.8,SFO,San Francisco International Airport,2013-01-02T23:11:00.000-02:00,10.0,1.6,DL,Delta Air Lines Inc.,N727TW,853,361.0,2586
701,JFK,John F Kennedy International Airport,2013-01-01T19:09:00.000-02:00,-1.0,6.8,LAS,McCarran International Airport,2013-01-02T22:12:00.000-02:00,-12.0,1.9,DL,Delta Air Lines Inc.,N6710E,1629,323.0,2248
709,EWR,Newark Liberty International Airport,2013-01-01T19:15:00.000-02:00,11.0,5.8,SFO,San Francisco International Airport,2013-01-02T22:42:00.000-02:00,-4.0,1.6,UA,United Air Lines Inc.,N76503,1606,351.0,2565
732,JFK,John F Kennedy International Airport,2013-01-01T19:49:00.000-02:00,50.0,6.8,LAS,McCarran International Airport,2013-01-02T22:37:00.000-02:00,44.0,1.9,B6,JetBlue Airways,N640JB,711,309.0,2248
738,JFK,John F Kennedy International Airport,2013-01-01T19:57:00.000-02:00,12.0,6.8,SFO,San Francisco International Airport,2013-01-02T23:07:00.000-02:00,-22.0,1.6,B6,JetBlue Airways,N652JB,645,337.0,2586
741,EWR,Newark Liberty International Airport,2013-01-01T19:59:00.000-02:00,-1.0,5.8,IAH,George Bush Intercontinental Houston Airport,2013-01-01T23:10:00.000-02:00,3.0,4.8,UA,United Air Lines Inc.,N76514,1233,232.0,1400
742,EWR,Newark Liberty International Airport,2013-01-01T20:00:00.000-02:00,30.0,5.8,TYS,McGhee Tyson Airport,2013-01-01T22:55:00.000-02:00,75.0,1.6,EV,ExpressJet Airlines Inc.,N12567,4361,138.0,631
767,EWR,Newark Liberty International Airport,2013-01-01T20:26:00.000-02:00,31.0,5.8,MDW,Chicago Midway International Airport,2013-01-01T22:05:00.000-02:00,45.0,3.6,WN,Southwest Airlines Co.,N957WN,195,134.0,711
785,EWR,Newark Liberty International Airport,2013-01-01T20:56:00.000-02:00,72.0,5.8,IAD,Washington Dulles International Airport,2013-01-01T22:10:00.000-02:00,61.0,1.9,EV,ExpressJet Airlines Inc.,N11536,4692,51.0,212
789,EWR,Newark Liberty International Airport,2013-01-01T20:58:00.000-02:00,-2.0,5.8,SDF,Louisville Muhammad Ali International Airport,2013-01-01T23:42:00.000-02:00,25.0,2.9,EV,ExpressJet Airlines Inc.,N14953,4088,136.0,642
795,JFK,John F Kennedy International Airport,2013-01-01T21:03:00.000-02:00,-7.0,6.8,LAS,McCarran International Airport,2013-01-02T23:45:00.000-02:00,-32.0,1.9,DL,Delta Air Lines Inc.,N3738B,1668,309.0,2248
797,EWR,Newark Liberty International Airport,2013-01-01T21:08:00.000-02:00,11.0,5.8,SFO,San Francisco International Airport,2013-01-02T00:25:00.000-02:00,-14.0,1.6,UA,United Air Lines Inc.,N17245,1517,354.0,2565
802,EWR,Newark Liberty International Airport,2013-01-01T21:16:00.000-02:00,6.0,5.8,PVD,Theodore Francis Green State Airport,2013-01-01T22:02:00.000-02:00,-10.0,4.8,EV,ExpressJet Airlines Inc.,N15912,4404,28.0,160
820,JFK,John F Kennedy International Airport,2013-01-01T22:17:00.000-02:00,47.0,6.8,TPA,Tampa International Airport,2013-01-02T01:40:00.000-02:00,73.0,2.5,B6,JetBlue Airways,N516JB,21,163.0,1005
829,JFK,John F Kennedy International Airport,2013-01-01T23:10:00.000-02:00,15.0,6.8,BUF,Buffalo Niagara International Airport,2013-01-02T00:24:00.000-02:00,9.0,5.0,B6,JetBlue Airways,N646JB,112,57.0,301
832,JFK,John F Kennedy International Airport,2013-01-01T23:26:00.000-02:00,116.0,6.8,LAS,McCarran International Airport,2013-01-02T01:31:00.000-02:00,73.0,1.9,B6,JetBlue Airways,N594JB,199,290.0,2248
844,EWR,Newark Liberty International Airport,2013-01-02T04:58:00.000-02:00,-2.0,4.9,CLT,Charlotte Douglas International Airport,2013-01-02T07:03:00.000-02:00,13.0,2.4,US,US Airways Inc.,N162UW,1030,108.0,529
853,JFK,John F Kennedy International Airport,2013-01-02T05:55:00.000-02:00,-5.0,6.5,TPA,Tampa International Airport,2013-01-02T08:56:00.000-02:00,0.0,2.5,B6,JetBlue Airways,N806JB,71,158.0,1005
856,LGA,La Guardia Airport,2013-01-02T05:56:00.000-02:00,-4.0,6.1,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T08:37:00.000-02:00,0.0,4.5,DL,Delta Air Lines Inc.,N618DL,461,128.0,762
858,LGA,La Guardia Airport,2013-01-02T05:58:00.000-02:00,-2.0,6.1,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T08:38:00.000-02:00,23.0,4.5,FL,AirTran Airways Corporation,N896AT,345,129.0,762
859,JFK,John F Kennedy International Airport,2013-01-02T05:58:00.000-02:00,-2.0,6.5,SFO,San Francisco International Airport,2013-01-02T09:16:00.000-02:00,-15.0,1.6,UA,United Air Lines Inc.,N505UA,303,341.0,2586
860,EWR,Newark Liberty International Airport,2013-01-02T05:59:00.000-02:00,-2.0,4.9,LAS,McCarran International Airport,2013-01-02T08:09:00.000-02:00,-52.0,1.9,UA,United Air Lines Inc.,N484UA,402,289.0,2227
872,EWR,Newark Liberty International Airport,2013-01-02T06:05:00.000-02:00,5.0,4.9,SFO,San Francisco International Airport,2013-01-02T08:51:00.000-02:00,-44.0,1.6,UA,United Air Lines Inc.,N832UA,421,329.0,2565
873,JFK,John F Kennedy International Airport,2013-01-02T06:06:00.000-02:00,-4.0,6.5,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T08:46:00.000-02:00,1.0,4.5,DL,Delta Air Lines Inc.,N387DA,1743,129.0,760
878,EWR,Newark Liberty International Airport,2013-01-02T06:10:00.000-02:00,-5.0,4.9,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T08:54:00.000-02:00,10.0,4.5,DL,Delta Air Lines Inc.,N304DQ,575,124.0,746
883,JFK,John F Kennedy International Airport,2013-01-02T06:17:00.000-02:00,2.0,6.5,CLT,Charlotte Douglas International Airport,2013-01-02T08:37:00.000-02:00,20.0,2.4,US,US Airways Inc.,N745VJ,1567,106.0,541
886,LGA,La Guardia Airport,2013-01-02T06:24:00.000-02:00,24.0,6.1,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T09:08:00.000-02:00,43.0,4.5,MQ,Envoy Air,N513MQ,4650,138.0,762
887,LGA,La Guardia Airport,2013-01-02T06:25:00.000-02:00,-5.0,6.1,CLT,Charlotte Douglas International Airport,2013-01-02T08:33:00.000-02:00,3.0,2.4,MQ,Envoy Air,N504MQ,4576,106.0,544
890,EWR,Newark Liberty International Airport,2013-01-02T06:26:00.000-02:00,-4.0,4.9,CLT,Charlotte Douglas International Airport,2013-01-02T08:50:00.000-02:00,17.0,2.4,US,US Airways Inc.,N445US,1019,103.0,529
891,LGA,La Guardia Airport,2013-01-02T06:28:00.000-02:00,-2.0,6.1,TPA,Tampa International Airport,2013-01-02T09:35:00.000-02:00,3.0,2.5,DL,Delta Air Lines Inc.,N912DE,2137,159.0,1010
907,JFK,John F Kennedy International Airport,2013-01-02T06:40:00.000-02:00,0.0,6.5,BOS,Logan International Airport,2013-01-02T07:32:00.000-02:00,-17.0,6.0,B6,JetBlue Airways,N807JB,1002,34.0,187
909,EWR,Newark Liberty International Airport,2013-01-02T06:41:00.000-02:00,6.0,4.9,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T09:26:00.000-02:00,9.0,4.5,EV,ExpressJet Airlines Inc.,N12996,3831,138.0,746
911,JFK,John F Kennedy International Airport,2013-01-02T06:41:00.000-02:00,-6.0,6.5,BUF,Buffalo Niagara International Airport,2013-01-02T08:04:00.000-02:00,-6.0,5.0,B6,JetBlue Airways,N766JB,102,60.0,301
913,LGA,La Guardia Airport,2013-01-02T06:42:00.000-02:00,12.0,6.1,CLT,Charlotte Douglas International Airport,2013-01-02T08:54:00.000-02:00,13.0,2.4,US,US Airways Inc.,N538UW,1433,109.0,544
915,EWR,Newark Liberty International Airport,2013-01-02T06:47:00.000-02:00,1.0,4.9,BOS,Logan International Airport,2013-01-02T07:38:00.000-02:00,-31.0,6.0,UA,United Air Lines Inc.,N821UA,785,34.0,200
916,EWR,Newark Liberty International Airport,2013-01-02T06:47:00.000-02:00,2.0,4.9,CLT,Charlotte Douglas International Airport,2013-01-02T09:03:00.000-02:00,15.0,2.4,US,US Airways Inc.,N565UW,926,102.0,529
919,JFK,John F Kennedy International Airport,2013-01-02T06:54:00.000-02:00,-6.0,6.5,SFO,San Francisco International Airport,2013-01-02T09:46:00.000-02:00,-59.0,1.6,DL,Delta Air Lines Inc.,N711ZX,1865,323.0,2586
922,JFK,John F Kennedy International Airport,2013-01-02T06:55:00.000-02:00,0.0,6.5,LAS,McCarran International Airport,2013-01-02T09:29:00.000-02:00,-13.0,1.9,B6,JetBlue Airways,N651JB,203,297.0,2248
930,EWR,Newark Liberty International Airport,2013-01-02T07:00:00.000-02:00,30.0,4.9,CLT,Charlotte Douglas International Airport,2013-01-02T09:17:00.000-02:00,37.0,2.4,EV,ExpressJet Airlines Inc.,N17984,4471,102.0,529
934,EWR,Newark Liberty International Airport,2013-01-02T07:02:00.000-02:00,2.0,4.9,TPA,Tampa International Airport,2013-01-02T10:54:00.000-02:00,46.0,2.5,UA,United Air Lines Inc.,N574UA,756,164.0,997
942,LGA,La Guardia Airport,2013-01-02T07:12:00.000-02:00,12.0,6.1,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T09:45:00.000-02:00,4.0,4.5,DL,Delta Air Lines Inc.,N541US,1547,125.0,762
946,JFK,John F Kennedy International Airport,2013-01-02T07:15:00.000-02:00,0.0,6.5,SFO,San Francisco International Airport,2013-01-02T10:47:00.000-02:00,-25.0,1.6,UA,United Air Lines Inc.,N517UA,223,341.0,2586
951,JFK,John F Kennedy International Airport,2013-01-02T07:24:00.000-02:00,-6.0,6.5,SFO,San Francisco International Airport,2013-01-02T10:39:00.000-02:00,-36.0,1.6,VX,Virgin America,N847VA,11,344.0,2586
962,JFK,John F Kennedy International Airport,2013-01-02T07:33:00.000-02:00,-4.0,6.5,SFO,San Francisco International Airport,2013-01-02T10:43:00.000-02:00,-30.0,1.6,B6,JetBlue Airways,N804JB,643,335.0,2586
964,EWR,Newark Liberty International Airport,2013-01-02T07:34:00.000-02:00,2.0,4.9,BOS,Logan International Airport,2013-01-02T08:44:00.000-02:00,-9.0,6.0,UA,United Air Lines Inc.,N37408,1199,34.0,200
965,LGA,La Guardia Airport,2013-01-02T07:37:00.000-02:00,-8.0,6.1,TPA,Tampa International Airport,2013-01-02T10:42:00.000-02:00,6.0,2.5,B6,JetBlue Airways,N504JB,983,162.0,1010
967,JFK,John F Kennedy International Airport,2013-01-02T07:39:00.000-02:00,-6.0,6.5,SFO,San Francisco International Airport,2013-01-02T11:16:00.000-02:00,-9.0,1.6,AA,American Airlines Inc.,N325AA,59,353.0,2586
973,EWR,Newark Liberty International Airport,2013-01-02T07:44:00.000-02:00,14.0,4.9,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T10:17:00.000-02:00,10.0,4.5,DL,Delta Air Lines Inc.,N989DL,807,128.0,746
975,EWR,Newark Liberty International Airport,2013-01-02T07:45:00.000-02:00,-1.0,4.9,SFO,San Francisco International Airport,2013-01-02T11:18:00.000-02:00,-11.0,1.6,UA,United Air Lines Inc.,N37287,1668,350.0,2565
986,LGA,La Guardia Airport,2013-01-02T07:55:00.000-02:00,-4.0,6.1,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T10:37:00.000-02:00,-2.0,4.5,DL,Delta Air Lines Inc.,N660DL,2047,123.0,762
988,LGA,La Guardia Airport,2013-01-02T07:57:00.000-02:00,-2.0,6.1,CLT,Charlotte Douglas International Airport,2013-01-02T10:18:00.000-02:00,19.0,2.4,US,US Airways Inc.,N537UW,1733,106.0,544
990,EWR,Newark Liberty International Airport,2013-01-02T07:59:00.000-02:00,-6.0,4.9,BOS,Logan International Airport,2013-01-02T09:01:00.000-02:00,-18.0,6.0,B6,JetBlue Airways,N309JB,1172,38.0,200
997,JFK,John F Kennedy International Airport,2013-01-02T08:08:00.000-02:00,-2.0,6.5,ATL,Hartsfield Jackson Atlanta International Airport,2013-01-02T10:49:00.000-02:00,4.0,4.5,DL,Delta Air Lines Inc.,N971DL,269,124.0,760
998,EWR,Newark Liberty International Airport,2013-01-02T08:08:00.000-02:00,-7.0,4.9,CLT,Charlotte Douglas International Airport,2013-01-02T10:20:00.000-02:00,4.0,2.4,US,US Airways Inc.,N656AW,675,107.0,529
