id,origin,origin_airport_name,dep_timestamp,dep_delay,origin_wind_speed,dest,dest_airport_name,arr_timestamp,arr_delay,dest_wind_speed,carrier,name,tailnum,flight,air_time,distance
185230,JFK,John F Kennedy International Airport,2013-04-22T10:27:00.000-03:00,-3.0,6.6,SFO,San Francisco International Airport,2013-04-22T14:05:00.000-03:00,-5.0,3.3,VX,Virgin America,N846VA,23,362.0,2586
185233,JFK,John F Kennedy International Airport,2013-04-22T10:28:00.000-03:00,-7.0,6.6,SFO,San Francisco International Airport,2013-04-22T14:09:00.000-03:00,1.0,3.3,B6,JetBlue Airways,N566JB,641,364.0,2586
185236,EWR,Newark Liberty International Airport,2013-04-22T10:29:00.000-03:00,-1.0,4.2,SFO,San Francisco International Airport,2013-04-22T13:42:00.000-03:00,-23.0,3.3,VX,Virgin America,N845VA,187,355.0,2565
185239,EWR,Newark Liberty International Airport,2013-04-22T10:47:00.000-03:00,13.0,4.2,IND,Indianapolis International Airport,2013-04-22T12:40:00.000-03:00,-3.0,2.8,EV,ExpressJet Airlines Inc.,N17138,4694,95.0,645
185244,EWR,Newark Liberty International Airport,2013-04-22T10:56:00.000-03:00,-7.0,4.2,LAX,Los Angeles International Airport,2013-04-22T13:55:00.000-03:00,-17.0,3.3,UA,United Air Lines Inc.,N488UA,500,342.0,2454
185247,JFK,John F Kennedy International Airport,2013-04-22T11:06:00.000-03:00,-7.0,6.6,LAX,Los Angeles International Airport,2013-04-22T14:14:00.000-03:00,-1.0,3.3,UA,United Air Lines Inc.,N557UA,703,333.0,2475
185259,JFK,John F Kennedy International Airport,2013-04-22T11:17:00.000-03:00,9.0,6.6,LAX,Los Angeles International Airport,2013-04-22T14:14:00.000-03:00,2.0,3.3,B6,JetBlue Airways,N807JB,673,330.0,2475
185260,EWR,Newark Liberty International Airport,2013-04-22T11:19:00.000-03:00,49.0,4.2,IAD,Washington Dulles International Airport,2013-04-22T12:26:00.000-03:00,44.0,3.4,EV,ExpressJet Airlines Inc.,N13566,4269,45.0,212
185281,JFK,John F Kennedy International Airport,2013-04-22T11:47:00.000-03:00,-13.0,6.6,SFO,San Francisco International Airport,2013-04-22T15:02:00.000-03:00,-23.0,3.3,UA,United Air Lines Inc.,N518UA,580,352.0,2586
185284,JFK,John F Kennedy International Airport,2013-04-22T11:50:00.000-03:00,-10.0,6.6,LAX,Los Angeles International Airport,2013-04-22T14:44:00.000-03:00,-21.0,3.3,AA,American Airlines Inc.,N338AA,3,331.0,2475
185291,EWR,Newark Liberty International Airport,2013-04-22T11:54:00.000-03:00,-1.0,4.2,SFO,San Francisco International Airport,2013-04-22T15:14:00.000-03:00,-1.0,3.3,UA,United Air Lines Inc.,N37273,1291,350.0,2565
185295,JFK,John F Kennedy International Airport,2013-04-22T11:59:00.000-03:00,-1.0,6.6,LAX,Los Angeles International Airport,2013-04-22T15:11:00.000-03:00,0.0,3.3,DL,Delta Air Lines Inc.,N705TW,863,342.0,2475
185296,EWR,Newark Liberty International Airport,2013-04-22T12:00:00.000-03:00,0.0,4.2,SYR,Syracuse Hancock International Airport,2013-04-22T12:54:00.000-03:00,-13.0,3.7,EV,ExpressJet Airlines Inc.,N24103,4586,35.0,195
185310,EWR,Newark Liberty International Airport,2013-04-22T12:20:00.000-03:00,10.0,4.2,DEN,Denver International Airport,2013-04-22T14:45:00.000-03:00,23.0,5.4,UA,United Air Lines Inc.,N445UA,235,240.0,1605
185311,EWR,Newark Liberty International Airport,2013-04-22T12:22:00.000-03:00,-6.0,4.2,IND,Indianapolis International Airport,2013-04-22T14:25:00.000-03:00,-12.0,2.8,EV,ExpressJet Airlines Inc.,N19966,4666,101.0,645
185316,EWR,Newark Liberty International Airport,2013-04-22T12:28:00.000-03:00,-7.0,4.2,DFW,Dallas Fort Worth International Airport,2013-04-22T15:09:00.000-03:00,-11.0,6.2,AA,American Airlines Inc.,N594AA,1033,186.0,1372
185330,EWR,Newark Liberty International Airport,2013-04-22T12:53:00.000-03:00,-7.0,4.2,LAX,Los Angeles International Airport,2013-04-22T15:57:00.000-03:00,-18.0,3.3,VX,Virgin America,N638VA,165,341.0,2454
185332,EWR,Newark Liberty International Airport,2013-04-22T12:55:00.000-03:00,-5.0,4.2,CVG,Cincinnati Northern Kentucky International Airport,2013-04-22T14:53:00.000-03:00,-12.0,2.2,9E,Endeavor Air Inc.,N8516C,3867,93.0,569
185358,JFK,John F Kennedy International Airport,2013-04-22T13:22:00.000-03:00,-3.0,6.6,LAX,Los Angeles International Airport,2013-04-22T16:44:00.000-03:00,-6.0,3.3,VX,Virgin America,N626VA,411,345.0,2475
185367,EWR,Newark Liberty International Airport,2013-04-22T13:28:00.000-03:00,-1.0,4.2,PWM,Portland International Jetport,2013-04-22T14:41:00.000-03:00,5.0,4.1,EV,ExpressJet Airlines Inc.,N14168,4308,50.0,284
185387,EWR,Newark Liberty International Airport,2013-04-22T13:48:00.000-03:00,23.0,4.2,LAX,Los Angeles International Airport,2013-04-22T17:07:00.000-03:00,41.0,3.3,UA,United Air Lines Inc.,N67134,1054,352.0,2454
185390,EWR,Newark Liberty International Airport,2013-04-22T13:52:00.000-03:00,-3.0,4.2,SFO,San Francisco International Airport,2013-04-22T17:07:00.000-03:00,-3.0,3.3,UA,United Air Lines Inc.,N37293,1670,352.0,2565
185394,JFK,John F Kennedy International Airport,2013-04-22T14:00:00.000-03:00,20.0,6.6,PWM,Portland International Jetport,2013-04-22T15:18:00.000-03:00,19.0,4.1,B6,JetBlue Airways,N216JB,602,52.0,273
185395,JFK,John F Kennedy International Airport,2013-04-22T14:01:00.000-03:00,16.0,6.6,LAX,Los Angeles International Airport,2013-04-22T17:09:00.000-03:00,9.0,3.3,AA,American Airlines Inc.,N328AA,117,338.0,2475
185406,EWR,Newark Liberty International Airport,2013-04-22T14:23:00.000-03:00,35.0,4.2,DFW,Dallas Fort Worth International Airport,2013-04-22T16:56:00.000-03:00,20.0,6.2,UA,United Air Lines Inc.,N834UA,545,190.0,1372
185414,JFK,John F Kennedy International Airport,2013-04-22T14:29:00.000-03:00,24.0,6.6,IAD,Washington Dulles International Airport,2013-04-22T15:41:00.000-03:00,16.0,3.4,EV,ExpressJet Airlines Inc.,N909EV,5712,46.0,228
185418,JFK,John F Kennedy International Airport,2013-04-22T14:35:00.000-03:00,-1.0,6.6,SFO,San Francisco International Airport,2013-04-22T17:56:00.000-03:00,1.0,3.3,UA,United Air Lines Inc.,N508UA,595,354.0,2586
185426,EWR,Newark Liberty International Airport,2013-04-22T14:44:00.000-03:00,2.0,4.2,CVG,Cincinnati Northern Kentucky International Airport,2013-04-22T16:33:00.000-03:00,-13.0,2.2,EV,ExpressJet Airlines Inc.,N13202,4335,93.0,569
185436,JFK,John F Kennedy International Airport,2013-04-22T14:53:00.000-03:00,-2.0,6.6,MSY,Louis Armstrong New Orleans International Airport,2013-04-22T17:04:00.000-03:00,-15.0,3.7,B6,JetBlue Airways,N547JB,119,169.0,1182
185447,EWR,Newark Liberty International Airport,2013-04-22T15:04:00.000-03:00,4.0,4.2,DFW,Dallas Fort Worth International Airport,2013-04-22T17:41:00.000-03:00,-19.0,6.2,AA,American Airlines Inc.,N550AA,883,198.0,1372
185454,JFK,John F Kennedy International Airport,2013-04-22T15:15:00.000-03:00,0.0,6.6,IND,Indianapolis International Airport,2013-04-22T17:37:00.000-03:00,-3.0,2.8,MQ,Envoy Air,N627MQ,4309,107.0,665
185466,JFK,John F Kennedy International Airport,2013-04-22T15:29:00.000-03:00,-1.0,6.6,SFO,San Francisco International Airport,2013-04-22T19:04:00.000-03:00,-1.0,3.3,AA,American Airlines Inc.,N362AA,85,364.0,2586
185467,EWR,Newark Liberty International Airport,2013-04-22T15:29:00.000-03:00,10.0,4.2,LAX,Los Angeles International Airport,2013-04-22T18:54:00.000-03:00,34.0,3.3,UA,United Air Lines Inc.,N29129,1600,337.0,2454
185468,JFK,John F Kennedy International Airport,2013-04-22T15:30:00.000-03:00,0.0,6.6,SFO,San Francisco International Airport,2013-04-22T18:59:00.000-03:00,-23.0,3.3,DL,Delta Air Lines Inc.,N624AG,1322,355.0,2586
185485,EWR,Newark Liberty International Airport,2013-04-22T15:50:00.000-03:00,-5.0,4.2,CVG,Cincinnati Northern Kentucky International Airport,2013-04-22T17:56:00.000-03:00,2.0,2.2,EV,ExpressJet Airlines Inc.,N15574,4352,101.0,569
185486,EWR,Newark Liberty International Airport,2013-04-22T15:51:00.000-03:00,22.0,4.2,DEN,Denver International Airport,2013-04-22T17:59:00.000-03:00,14.0,5.4,UA,United Air Lines Inc.,N594UA,236,225.0,1605
185488,JFK,John F Kennedy International Airport,2013-04-22T15:54:00.000-03:00,69.0,6.6,LAX,Los Angeles International Airport,2013-04-22T19:03:00.000-03:00,44.0,3.3,DL,Delta Air Lines Inc.,N722TW,963,339.0,2475
185492,EWR,Newark Liberty International Airport,2013-04-22T15:55:00.000-03:00,0.0,4.2,DEN,Denver International Airport,2013-04-22T18:13:00.000-03:00,-2.0,5.4,WN,Southwest Airlines Co.,N762SW,3952,234.0,1605
185503,JFK,John F Kennedy International Airport,2013-04-22T16:10:00.000-03:00,10.0,6.6,LAX,Los Angeles International Airport,2013-04-22T19:28:00.000-03:00,-6.0,3.3,DL,Delta Air Lines Inc.,N703TW,1461,358.0,2475
185508,EWR,Newark Liberty International Airport,2013-04-22T16:14:00.000-03:00,59.0,4.2,SFO,San Francisco International Airport,2013-04-22T19:35:00.000-03:00,65.0,3.3,UA,United Air Lines Inc.,N73251,1630,363.0,2565
185515,JFK,John F Kennedy International Airport,2013-04-22T16:25:00.000-03:00,40.0,6.6,LAX,Los Angeles International Airport,2013-04-22T19:28:00.000-03:00,18.0,3.3,AA,American Airlines Inc.,N323AA,133,342.0,2475
185520,EWR,Newark Liberty International Airport,2013-04-22T16:32:00.000-03:00,-1.0,4.2,LAX,Los Angeles International Airport,2013-04-22T19:50:00.000-03:00,5.0,3.3,UA,United Air Lines Inc.,N453UA,992,356.0,2454
185524,JFK,John F Kennedy International Airport,2013-04-22T16:37:00.000-03:00,7.0,6.6,LAX,Los Angeles International Airport,2013-04-22T20:00:00.000-03:00,2.0,3.3,B6,JetBlue Airways,N583JB,675,356.0,2475
185539,JFK,John F Kennedy International Airport,2013-04-22T16:50:00.000-03:00,45.0,6.6,DEN,Denver International Airport,2013-04-22T19:19:00.000-03:00,27.0,5.4,DL,Delta Air Lines Inc.,N376DA,539,241.0,1626
185543,JFK,John F Kennedy International Airport,2013-04-22T16:53:00.000-03:00,23.0,6.6,SFO,San Francisco International Airport,2013-04-22T20:30:00.000-03:00,15.0,3.3,VX,Virgin America,N842VA,27,370.0,2586
185547,JFK,John F Kennedy International Airport,2013-04-22T16:59:00.000-03:00,30.0,6.6,DFW,Dallas Fort Worth International Airport,2013-04-22T19:57:00.000-03:00,18.0,6.2,AA,American Airlines Inc.,N3GNAA,565,196.0,1391
185549,JFK,John F Kennedy International Airport,2013-04-22T17:00:00.000-03:00,0.0,6.6,SFO,San Francisco International Airport,2013-04-22T20:34:00.000-03:00,-16.0,3.3,DL,Delta Air Lines Inc.,N718TW,31,359.0,2586
185557,JFK,John F Kennedy International Airport,2013-04-22T17:10:00.000-03:00,15.0,6.6,LAX,Los Angeles International Airport,2013-04-22T20:30:00.000-03:00,0.0,3.3,VX,Virgin America,N640VA,413,349.0,2475
185559,JFK,John F Kennedy International Airport,2013-04-22T17:12:00.000-03:00,12.0,6.6,SFO,San Francisco International Airport,2013-04-22T20:34:00.000-03:00,4.0,3.3,UA,United Air Lines Inc.,N510UA,512,357.0,2586
185563,JFK,John F Kennedy International Airport,2013-04-22T17:16:00.000-03:00,16.0,6.6,LAX,Los Angeles International Airport,2013-04-22T20:27:00.000-03:00,2.0,3.3,AA,American Airlines Inc.,N339AA,181,337.0,2475
185570,EWR,Newark Liberty International Airport,2013-04-22T17:25:00.000-03:00,-4.0,4.2,SFO,San Francisco International Airport,2013-04-22T20:39:00.000-03:00,-26.0,3.3,VX,Virgin America,N530VA,193,356.0,2565
185584,EWR,Newark Liberty International Airport,2013-04-22T17:39:00.000-03:00,40.0,4.2,DFW,Dallas Fort Worth International Airport,2013-04-22T20:33:00.000-03:00,34.0,6.2,AA,American Airlines Inc.,N521AA,1905,203.0,1372
185588,JFK,John F Kennedy International Airport,2013-04-22T17:44:00.000-03:00,134.0,6.6,DFW,Dallas Fort Worth International Airport,2013-04-22T20:36:00.000-03:00,117.0,6.2,9E,Endeavor Air Inc.,N604LR,3325,193.0,1391
185589,JFK,John F Kennedy International Airport,2013-04-22T17:46:00.000-03:00,11.0,6.6,LAX,Los Angeles International Airport,2013-04-22T21:00:00.000-03:00,10.0,3.3,DL,Delta Air Lines Inc.,N1201P,17,346.0,2475
185590,EWR,Newark Liberty International Airport,2013-04-22T17:47:00.000-03:00,62.0,4.2,CVG,Cincinnati Northern Kentucky International Airport,2013-04-22T19:51:00.000-03:00,53.0,2.2,9E,Endeavor Air Inc.,N8659B,3881,94.0,569
185598,JFK,John F Kennedy International Airport,2013-04-22T17:57:00.000-03:00,137.0,6.6,LAX,Los Angeles International Airport,2013-04-22T21:13:00.000-03:00,138.0,3.3,UA,United Air Lines Inc.,N34131,1101,345.0,2475
185622,EWR,Newark Liberty International Airport,2013-04-22T18:27:00.000-03:00,-3.0,4.2,MSY,Louis Armstrong New Orleans International Airport,2013-04-22T20:44:00.000-03:00,-16.0,3.7,WN,Southwest Airlines Co.,N937WN,1545,168.0,1167
185623,EWR,Newark Liberty International Airport,2013-04-22T18:27:00.000-03:00,-3.0,4.2,DEN,Denver International Airport,2013-04-22T21:33:00.000-03:00,33.0,5.4,UA,United Air Lines Inc.,N16713,1214,249.0,1605
185642,JFK,John F Kennedy International Airport,2013-04-22T18:49:00.000-03:00,176.0,6.6,SYR,Syracuse Hancock International Airport,2013-04-22T20:00:00.000-03:00,156.0,3.7,B6,JetBlue Airways,N258JB,12,41.0,209
185644,JFK,John F Kennedy International Airport,2013-04-22T18:51:00.000-03:00,201.0,6.6,IND,Indianapolis International Airport,2013-04-22T20:52:00.000-03:00,169.0,2.8,9E,Endeavor Air Inc.,N831AY,3579,97.0,665
185653,JFK,John F Kennedy International Airport,2013-04-22T18:55:00.000-03:00,176.0,6.6,CVG,Cincinnati Northern Kentucky International Airport,2013-04-22T20:56:00.000-03:00,162.0,2.2,MQ,Envoy Air,N631MQ,3985,94.0,589
185673,EWR,Newark Liberty International Airport,2013-04-22T19:10:00.000-03:00,104.0,4.2,CVG,Cincinnati Northern Kentucky International Airport,2013-04-22T21:12:00.000-03:00,100.0,2.2,EV,ExpressJet Airlines Inc.,N26549,4638,101.0,569
185686,JFK,John F Kennedy International Airport,2013-04-22T19:25:00.000-03:00,-5.0,6.6,IAD,Washington Dulles International Airport,2013-04-22T20:55:00.000-03:00,5.0,3.4,EV,ExpressJet Airlines Inc.,N835AS,5714,51.0,228
185717,JFK,John F Kennedy International Airport,2013-04-22T20:07:00.000-03:00,67.0,6.6,MSY,Louis Armstrong New Orleans International Airport,2013-04-22T22:22:00.000-03:00,48.0,3.7,DL,Delta Air Lines Inc.,N360NB,1051,163.0,1182
185723,EWR,Newark Liberty International Airport,2013-04-22T20:10:00.000-03:00,25.0,4.2,MSY,Louis Armstrong New Orleans International Airport,2013-04-22T22:15:00.000-03:00,-7.0,3.7,UA,United Air Lines Inc.,N87527,1416,170.0,1167
185735,EWR,Newark Liberty International Airport,2013-04-22T20:26:00.000-03:00,22.0,4.2,DFW,Dallas Fort Worth International Airport,2013-04-22T22:59:00.000-03:00,-7.0,6.2,UA,United Air Lines Inc.,N73259,1130,190.0,1372
185739,JFK,John F Kennedy International Airport,2013-04-22T20:30:00.000-03:00,0.0,6.6,MSY,Louis Armstrong New Orleans International Airport,2013-04-22T22:58:00.000-03:00,0.0,3.7,B6,JetBlue Airways,N216JB,115,176.0,1182
185754,EWR,Newark Liberty International Airport,2013-04-22T20:47:00.000-03:00,107.0,4.2,DFW,Dallas Fort Worth International Airport,2013-04-22T23:09:00.000-03:00,67.0,6.2,UA,United Air Lines Inc.,N405UA,527,188.0,1372
185755,JFK,John F Kennedy International Airport,2013-04-22T20:48:00.000-03:00,73.0,6.6,IAD,Washington Dulles International Airport,2013-04-22T22:21:00.000-03:00,68.0,3.4,9E,Endeavor Air Inc.,N8631E,4127,54.0,228
185763,JFK,John F Kennedy International Airport,2013-04-22T20:56:00.000-03:00,106.0,6.6,CVG,Cincinnati Northern Kentucky International Airport,2013-04-22T23:01:00.000-03:00,89.0,2.2,9E,Endeavor Air Inc.,N924XJ,3367,92.0,589
185779,EWR,Newark Liberty International Airport,2013-04-22T21:26:00.000-03:00,72.0,4.2,CVG,Cincinnati Northern Kentucky International Airport,2013-04-22T23:26:00.000-03:00,68.0,2.2,EV,ExpressJet Airlines Inc.,N16571,3838,96.0,569
185787,JFK,John F Kennedy International Airport,2013-04-22T21:33:00.000-03:00,154.0,6.6,SLC,Salt Lake City International Airport,2013-04-23T00:50:00.000-03:00,140.0,2.7,B6,JetBlue Airways,N623JB,87,280.0,1990
185792,EWR,Newark Liberty International Airport,2013-04-22T21:42:00.000-03:00,97.0,4.2,AUS,Austin Bergstrom International Airport,2013-04-23T00:33:00.000-03:00,82.0,5.2,UA,United Air Lines Inc.,N408UA,373,202.0,1504
185807,JFK,John F Kennedy International Airport,2013-04-22T22:04:00.000-03:00,184.0,6.6,TPA,Tampa International Airport,2013-04-23T01:00:00.000-03:00,169.0,3.5,DL,Delta Air Lines Inc.,N929DL,2391,145.0,1005
185832,EWR,Newark Liberty International Airport,2013-04-22T23:12:00.000-03:00,73.0,4.2,PWM,Portland International Jetport,2013-04-22T00:10:00.000-03:00,59.0,4.1,EV,ExpressJet Airlines Inc.,N14904,4309,45.0,284
185845,EWR,Newark Liberty International Airport,2013-04-22T23:50:00.000-03:00,230.0,4.2,PWM,Portland International Jetport,2013-04-23T00:48:00.000-03:00,211.0,4.5,EV,ExpressJet Airlines Inc.,N11544,3267,46.0,284
185931,EWR,Newark Liberty International Airport,2013-04-23T06:03:00.000-03:00,-5.0,5.3,TPA,Tampa International Airport,2013-04-23T08:49:00.000-03:00,-11.0,3.5,UA,United Air Lines Inc.,N33203,1115,142.0,997
185992,JFK,John F Kennedy International Airport,2013-04-23T06:58:00.000-03:00,-2.0,6.7,SLC,Salt Lake City International Airport,2013-04-23T10:29:00.000-03:00,2.0,2.7,DL,Delta Air Lines Inc.,N649DL,1415,298.0,1990
185996,EWR,Newark Liberty International Airport,2013-04-23T07:04:00.000-03:00,-6.0,5.3,TPA,Tampa International Airport,2013-04-23T09:50:00.000-03:00,-12.0,3.5,UA,United Air Lines Inc.,N15710,1718,147.0,997
186075,JFK,John F Kennedy International Airport,2013-04-23T08:11:00.000-03:00,-4.0,6.7,TPA,Tampa International Airport,2013-04-23T11:02:00.000-03:00,-13.0,3.5,DL,Delta Air Lines Inc.,N307DQ,1167,136.0,1005
186110,EWR,Newark Liberty International Airport,2013-04-23T08:45:00.000-03:00,1.0,5.3,PWM,Portland International Jetport,2013-04-23T10:03:00.000-03:00,-5.0,4.5,EV,ExpressJet Airlines Inc.,N13975,4558,45.0,284
186135,JFK,John F Kennedy International Airport,2013-04-23T09:02:00.000-03:00,-3.0,6.7,ROC,Greater Rochester International Airport,2013-04-23T10:46:00.000-03:00,22.0,4.2,B6,JetBlue Airways,N183JB,20,52.0,264
186137,JFK,John F Kennedy International Airport,2013-04-23T09:05:00.000-03:00,-3.0,6.7,AUS,Austin Bergstrom International Airport,2013-04-23T12:24:00.000-03:00,14.0,5.2,B6,JetBlue Airways,N316JB,1061,211.0,1521
186139,JFK,John F Kennedy International Airport,2013-04-23T09:05:00.000-03:00,-7.0,6.7,TPA,Tampa International Airport,2013-04-23T12:20:00.000-03:00,20.0,3.5,B6,JetBlue Airways,N351JB,59,139.0,1005
186157,EWR,Newark Liberty International Airport,2013-04-23T09:26:00.000-03:00,-4.0,5.3,AUS,Austin Bergstrom International Airport,2013-04-23T12:42:00.000-03:00,2.0,5.2,WN,Southwest Airlines Co.,N276WN,972,214.0,1504
186177,JFK,John F Kennedy International Airport,2013-04-23T09:52:00.000-03:00,-3.0,6.7,PWM,Portland International Jetport,2013-04-23T11:05:00.000-03:00,-3.0,4.5,B6,JetBlue Airways,N298JB,600,45.0,273
186183,EWR,Newark Liberty International Airport,2013-04-23T09:56:00.000-03:00,-4.0,5.3,TPA,Tampa International Airport,2013-04-23T12:43:00.000-03:00,-10.0,3.5,UA,United Air Lines Inc.,N456UA,305,135.0,997
